sample_id,total_cost,cost_ratio,average_distance,total_hbar_distance,model_count,gt_model_count,model_count_error,runtime
0,17.15113757128792,0.9564502846784684,0.0912294551664251,0.5152191407570383,6,6,0,0.05005335807800293
1,23.293785596445247,0.9396582103929939,0.09665471201844501,0.7975385953184337,6,6,0,0.06759309768676758
2,21.445447107574743,0.9512514454442332,0.10021236966156422,0.528865724942604,6,6,0,0.048577308654785156
3,21.08120559420169,0.9339575705001338,0.09205766635022572,0.5566069806111615,6,6,0,0.06772398948669434
4,14.551171963213704,0.8815068853645516,0.08872665831227869,0.6485057076990625,6,6,0,0.05469846725463867
5,18.73264127519738,0.9045402340946816,0.09366320637598691,0.5500235589587433,6,6,0,0.05310511589050293
6,21.522824047329514,0.9032428754919708,0.09081360357523002,0.40072990398971636,6,6,0,0.0700676441192627
7,20.7045341643748,0.8922951192580417,0.08773107696768982,0.4368127353165791,6,6,0,0.05603504180908203
8,20.61123032930643,0.9882216145533497,0.09909245350628092,0.7160659410084513,6,6,0,0.06731057167053223
9,21.097759129374094,0.8953932310929447,0.09294167017345416,0.42384452013026924,6,6,0,0.059087276458740234
10,23.37772997017685,0.9416935011677601,0.09864021084462807,0.5361367907224479,6,6,0,0.07382726669311523
11,17.927538468541307,0.9556287646318553,0.09008813300774526,0.678413031011319,6,6,0,0.049576759338378906
12,20.48834378708477,0.9318711557542896,0.09105930572037675,0.4882794937338137,6,6,0,0.06740164756774902
13,17.055667887466914,0.8678644333165614,0.08443399944290551,0.5642297760288745,6,6,0,0.047586679458618164
14,21.392649095682636,0.9012059066817754,0.08988508023396065,0.5058210183721192,6,6,0,0.05579662322998047
15,22.87146299432347,0.9574828123177859,0.10210474551037263,0.4130617200888157,6,6,0,0.07600069046020508
16,17.027564218773904,0.8911085495778621,0.0900929323744651,0.5994920601884002,6,6,0,0.053327083587646484
17,17.33040348431552,0.8646761696377645,0.09317421228126624,0.6102014088201752,6,6,0,0.058439016342163086
18,48.2340198893085,2.3911670115569947,0.24360616105711363,0.6915953368328923,6,6,0,0.06105852127075195
19,22.09624089734792,0.9078843268156814,0.09607061259716486,0.5757212274635525,6,6,0,0.07427215576171875
