sample_id,total_cost,cost_ratio,average_distance,total_hbar_distance,model_count,gt_model_count,model_count_error,runtime
0,16.423195770736143,0.9158558844835418,0.0873574243124263,0.31261177846392263,6,6,0,0.0437474250793457
1,23.107196645124507,0.9321313170354837,0.095880484004666,0.7264410587951552,6,6,0,0.07104682922363281
2,22.01544009132077,0.9765345112139353,0.10287588827719986,0.5994805843575979,6,6,0,0.08650565147399902
3,22.095221078064196,0.9788813502871032,0.0964856815635991,0.5798968486354235,6,6,0,0.07111763954162598
4,14.501976278862035,0.8785266213283729,0.08842668462720753,0.5993834356304251,6,6,0,0.056386709213256836
5,19.459426140994886,0.9396343856874618,0.09729713070497442,0.8520865917726306,6,6,0,0.06692814826965332
6,21.543343513324444,0.9041040106956069,0.09090018360052508,0.42425131413471145,6,6,0,0.07394957542419434
7,20.88824482902232,0.9002124251060859,0.08850951198738272,0.4098769741811198,6,6,0,0.07575392723083496
8,19.380957510687626,0.9292352187035157,0.09317768033984436,0.4195819506898065,6,6,0,0.06003212928771973
9,18.649593624973896,0.7914925842141397,0.08215680011001716,0.6281699035443167,7,6,1,0.05485677719116211
10,23.0220730114763,0.9273670525741345,0.09713954857162996,0.4410542074666445,6,6,0,0.06432890892028809
11,18.002655077106166,0.9596328610097342,0.09046560340254355,0.5421999515141225,6,6,0,0.04336118698120117
12,18.041441642866772,0.8205787275889909,0.08018418507940787,0.6764981734399101,7,6,1,0.08223438262939453
13,17.38036363381819,0.8843863245592093,0.08604140412781283,0.530748951601653,6,6,0,0.049582481384277344
14,21.439807694478226,0.9031925520754962,0.09008322560705137,0.5424460350676852,6,6,0,0.057466745376586914
15,22.687470160512078,0.949780201601201,0.10128334893085748,0.5896696537365077,6,6,0,0.08085489273071289
16,17.834428805846713,0.9333344324260646,0.09436205717379213,0.4720998403907786,6,6,0,0.053330183029174805
17,17.095540812864563,0.8529580261262819,0.09191150974658367,0.676033950610358,6,6,0,0.06486845016479492
18,18.927019399723413,0.9382934393521214,0.09559100706931016,0.5560897923065012,6,6,0,0.06116437911987305
19,22.041039264910737,0.9056162171794232,0.09583060549961189,0.6150914160562169,6,6,0,0.07511425018310547
