sample_id,total_cost,cost_ratio,average_distance,total_hbar_distance,model_count,gt_model_count,model_count_error,runtime
0,5.344396564409178,0.9337490108695737,0.04453663803674315,0.15459411640180193,4,4,0,0.01810479164123535
1,5.834952012339103,0.917434948748662,0.04862460010282586,0.10266744460660505,4,4,0,0.017848968505859375
2,5.429095562009335,0.9033290834416811,0.045242463016744464,0.07470760529249036,4,4,0,0.017627954483032227
3,5.545195109260416,0.958021933768032,0.0462099592438368,0.06402601141104684,4,4,0,0.01747298240661621
4,5.691448737046923,0.939252672173157,0.04742873947539103,0.1143659609854424,4,4,0,0.017746448516845703
5,5.4733411805581,0.887786223418152,0.04561117650465083,0.1449688468352643,4,4,0,0.017706871032714844
6,5.662769527578,0.9158188561036994,0.04718974606315,0.09451757690717494,4,4,0,0.01736736297607422
7,5.446564934823482,0.8580428123863394,0.04538804112352902,0.09565233595199993,4,4,0,0.017650604248046875
8,5.4292237780638795,0.869720349727495,0.04524353148386566,0.07654868041282922,4,4,0,0.017565488815307617
9,6.025365830451335,0.939442585674522,0.050211381920427796,0.11152101589995991,4,4,0,0.017345190048217773
10,6.008012949084481,0.9409594692704736,0.05006677457570401,0.0795111834188172,4,4,0,0.01772308349609375
11,5.418733762133823,0.9471727545285872,0.04515611468444853,0.0690766486367387,4,4,0,0.0175020694732666
12,5.561615293605734,0.9614720616316502,0.04634679411338112,0.07755275400069654,4,4,0,0.01775217056274414
13,5.353593363500219,0.9346233415007529,0.04461327802916849,0.06904044913492204,4,4,0,0.017516374588012695
14,4.687168945583863,0.8521551719826616,0.03905974121319886,0.12855405524449567,4,4,0,0.017799854278564453
15,5.371507528163905,0.9318538008585917,0.04476256273469921,0.08867404246898582,4,4,0,0.017803430557250977
16,5.047262726276122,0.911695450229111,0.04206052271896768,0.1150192385419649,4,4,0,0.01763629913330078
17,5.3538734306391085,0.8831629389143728,0.04461561192199257,0.12661509559883263,4,4,0,0.017872095108032227
18,5.572808930850276,0.9097183430396297,0.0464400744237523,0.05801690568747776,4,4,0,0.017576217651367188
19,5.761700279731429,0.9754570215549082,0.04801416899776191,0.07362939574093487,4,4,0,0.017891645431518555
