sample_id,total_cost,cost_ratio,average_distance,total_hbar_distance,model_count,gt_model_count,model_count_error,runtime
0,84.90892014232155,4.135533929398265,0.42454460071160777,6.880953539648593,6,6,0,1.5070116519927979
1,75.94276612620511,3.7988534282021393,0.3797138306310256,9.163238282628532,6,6,0,1.6283960342407227
2,81.75578630588141,5.052136649002399,0.4809163900345966,9.375571286819639,6,6,0,1.647643804550171
3,82.01058243753835,3.7312193165938785,0.36611867159615336,5.801226574153225,6,6,0,2.0026371479034424
4,86.66870613726205,4.924409319430371,0.478832630592608,10.36034225536089,6,6,0,2.0219335556030273
5,77.28393748270663,4.421063494540008,0.40675756569845595,6.999772432940108,6,6,0,1.9157302379608154
6,85.12441299154845,4.89936970584266,0.48092888695790087,8.276059576790967,6,6,0,1.638911247253418
7,47.863240897009696,2.594881234060178,0.2519117941947879,1.9380357904986907,6,6,0,1.6331112384796143
8,66.05381284343139,3.298617069520818,0.3796196140427091,9.842511820211403,6,6,0,1.5600290298461914
9,51.0138381294343,2.2270316617554275,0.22374490407646622,2.8368877316097096,6,6,0,2.288821220397949
10,83.714445097677,4.170395323410297,0.40836314681793656,6.755489816402045,6,6,0,1.8869531154632568
11,59.491942158126236,2.9123798687425615,0.2902045958932987,5.7978181195089995,6,6,0,2.0235531330108643
12,79.25626550088951,3.4260675511736256,0.3358316334783454,8.391082580299782,6,6,0,2.369123697280884
13,65.21883955012771,3.044567483398436,0.301939071991332,5.169061717430837,6,6,0,2.216285467147827
14,70.41237455588204,3.4547922872975723,0.33852103151866364,7.346538039898702,6,6,0,1.9137768745422363
15,72.67809368056581,3.8398745896929736,0.37080660041105007,9.86114793327253,6,6,0,1.8141963481903076
16,86.06097340237751,4.652930687913852,0.45777113511902934,7.27828040484175,6,6,0,1.8961706161499023
17,85.7400399601016,3.7216501894242024,0.3695691377590586,6.199804024723995,6,6,0,2.2920913696289062
18,72.60100218008176,3.1489925847106894,0.3226711208003634,5.296641030890405,6,6,0,2.1014366149902344
19,59.477909542077825,2.687922809431208,0.2753606923244344,5.308070562547527,6,6,0,2.0178725719451904
