sample_id,total_cost,cost_ratio,average_distance,total_hbar_distance,model_count,gt_model_count,model_count_error,runtime
0,5.2440357097691015,0.8837771368980111,0.04370029758140918,0.09297984904954561,4,4,0,0.016681432723999023
1,5.968729180176465,0.9583978248429391,0.04973940983480387,0.04588246404707235,4,4,0,0.016080856323242188
2,6.100759208426308,0.9763016210466477,0.050839660070219235,0.05441132852376623,4,4,0,0.01626300811767578
3,6.065446095905775,0.952546682625686,0.05054538413254813,0.05878772240542308,4,4,0,0.016121387481689453
4,5.371730810159772,0.8832029196724528,0.0447644234179981,0.07885193756245111,4,4,0,0.016036033630371094
5,5.6359072286736165,0.9617245455164527,0.046965893572280135,0.05124824015597955,4,4,0,0.016180753707885742
6,5.186525925156101,0.9081154414824046,0.04322104937630084,0.07246075602401307,4,4,0,0.016204833984375
7,5.3346997845649025,0.9629080595048489,0.044455831538040856,0.0946088326552761,4,4,0,0.015948772430419922
8,5.920445307238204,0.9691273429588807,0.04933704422698503,0.029254734008611255,4,4,0,0.016198396682739258
9,5.432199478450705,0.8967592935659823,0.045268328987089206,0.09824843367302316,4,4,0,0.016300439834594727
10,5.6260308672457215,0.8959257291244106,0.046883590560381015,0.07538376695821779,4,4,0,0.01602029800415039
11,5.161737021292852,0.9059100573738171,0.043014475177440434,0.08259757866699191,4,4,0,0.01599407196044922
12,5.457621105621904,0.9106933476041841,0.04548017588018253,0.11982183026693273,4,4,0,0.016101598739624023
13,5.179541422481627,0.9271092289479882,0.04316284518734689,0.041692743792781956,4,4,0,0.016108036041259766
14,5.975501422430206,0.9738866581847122,0.04979584518691838,0.03454139598654633,4,4,0,0.016030311584472656
15,5.704865697054107,0.9515570352576125,0.04754054747545089,0.030353514311088597,4,4,0,0.01611924171447754
16,5.455556429027414,0.9342243602184023,0.04546297024189512,0.08115396980871639,4,4,0,0.016058683395385742
17,5.666589815031493,0.9305567398765626,0.04722158179192911,0.10331007735051852,4,4,0,0.01597452163696289
18,5.392752325332743,0.9525472473559932,0.04493960271110619,0.07961423328164922,4,4,0,0.016192913055419922
19,5.460173048311119,0.9320165365043462,0.045501442069259324,0.059112076602548094,4,4,0,0.016126632690429688
