sample_id,total_cost,cost_ratio,average_distance,total_hbar_distance,model_count,gt_model_count,model_count_error,runtime
0,17.69656139145123,0.8619203959413931,0.08848280695725615,0.4602391136063811,7,6,1,2.462395191192627
1,18.03322087495128,0.9020683132411772,0.0901661043747564,0.30976784931229,6,6,0,1.3915979862213135
2,15.019677286331481,0.9281479085842436,0.08835104286077342,0.16661906190552186,6,6,0,1.6209664344787598
3,19.188135737577895,0.872998832412938,0.08566132025704418,0.9937279907028735,7,6,1,4.909897565841675
4,56.71895659754245,3.2227013752224494,0.31336440109139474,2.478591869610652,5,6,1,4.691570520401001
5,16.572315517967166,0.9480269968501295,0.08722271325245877,0.16171770196608498,6,6,0,1.7978355884552002
6,13.070321094342265,0.7522675689007642,0.0738436220019337,0.4159318337727766,7,6,1,2.8981330394744873
7,16.144319907600156,0.8752560833696715,0.08497010477684293,0.1782706021022139,6,6,0,2.489654064178467
8,16.70708499218412,0.8343239150748581,0.09601772984013864,0.34413625166667844,6,6,0,1.9689099788665771
9,21.162915456642537,0.923876432457698,0.0928198046343971,0.26864697585512753,6,6,0,4.045992136001587
10,18.71509189803137,0.9323281261397236,0.09129313120990913,0.183216743847688,6,6,0,1.881960153579712
11,36.45370884048725,1.784561806468711,0.17782296995359634,1.2131686733262592,5,6,1,5.026032209396362
12,18.962840069845296,0.8197203165049812,0.08035101724510718,0.5872989905192112,7,6,1,3.181752920150757
13,19.46548088415911,0.9086940300903992,0.09011796705629217,0.25801417935063764,6,6,0,3.3379740715026855
14,18.006196453611746,0.8834763636913324,0.0865682521808257,0.17813194976157537,6,6,0,2.532966136932373
15,33.73066386165216,1.7821259818000341,0.1720952237839396,4.22155531127501,6,6,0,5.692182540893555
16,16.466329387601025,0.8902605477937796,0.0875868584446863,0.21632681544508398,6,6,0,1.3870875835418701
17,20.319786599751467,0.8820049265572422,0.08758528706789426,0.2730139695289277,6,6,0,2.6424267292022705
18,37.01004583438355,1.60527205400273,0.16448909259726022,0.1946131153422206,5,6,1,2.2801473140716553
19,19.617063068803695,0.8865333647845277,0.09081973642964673,0.37240137438882936,6,6,0,2.6278252601623535
