sample_id,total_cost,cost_ratio,average_distance,total_hbar_distance,model_count,gt_model_count,model_count_error,runtime
0,88.08481586075467,4.290217612547173,0.44042407930377336,8.789017147546241,6,6,0,0.04814624786376953
1,104.52292365104468,5.228506770185554,0.5226146182552234,12.423805324749551,6,6,0,0.04526042938232422
2,91.98138097639743,5.684032003778544,0.5410669469199849,7.860602260976103,6,6,0,0.0416874885559082
3,143.5955706936015,6.533139397679055,0.6410516548821495,12.555350615724842,6,6,0,0.047196388244628906
4,104.43479498192595,5.93385664333448,0.5769878175797014,16.157980684351994,6,6,0,0.03575420379638672
5,85.99518556735322,4.919394482237554,0.45260623982817483,6.757554505317544,6,6,0,0.033303260803222656
6,94.41829370989174,5.4342827353831655,0.533436687626507,7.7167590583230625,6,6,0,0.0364680290222168
7,101.97723624316396,5.528643937799872,0.5367222960166524,6.939541520310081,6,6,0,0.03649568557739258
8,79.08146770582441,3.9491963904568523,0.45449119371163454,10.474794737994205,6,6,0,0.039124250411987305
9,134.277491192495,5.861943255240576,0.5889363648793641,8.057717882690902,6,6,0,0.04276871681213379
10,162.73337957802772,8.106874797570532,0.7938213637952571,8.241535524584155,6,6,0,0.03166031837463379
11,95.28890254773164,4.664791086445952,0.4648239148669836,10.866403886195396,6,6,0,0.04493212699890137
12,137.66591780735675,5.950983571097315,0.5833301602006642,12.858084065428539,6,6,0,0.04259490966796875
13,178.1088982497373,8.314538618833934,0.8245782326376727,7.73563310589957,6,6,0,0.03838992118835449
14,91.91820185518341,4.509978492197025,0.4419144319960741,8.333874748360069,6,6,0,0.030951261520385742
15,103.07495743535729,5.445862568015446,0.5258926399763127,16.08923189564489,6,6,0,0.041919708251953125
16,98.59476590076102,5.330576610869005,0.5244402441529842,7.9596693907842315,6,6,0,0.04806637763977051
17,194.17956135345153,8.42859883934821,0.8369808679028083,7.745665938125228,6,6,0,0.03510284423828125
18,111.20771829866703,4.823518543400682,0.49425652577185347,7.299934015479025,6,6,0,0.04009222984313965
19,108.16034327160615,4.887976998417942,0.5007423299611395,11.331143021532908,6,6,0,0.04057431221008301
